0.0000,0.0000,0.0000,0.0000,-5.0000,5.0000
0.0500,0.0000,0.0000,0.0000,-5.0000,5.0000
0.1000,0.0000,0.0000,0.0000,-5.0000,5.0000
0.1500,0.0000,0.0000,0.0000,-5.0000,5.0000
0.2000,0.0000,0.0000,0.0000,-5.0000,5.0000
0.2500,0.0000,0.0000,0.0000,-5.0000,5.0000
0.3000,0.0000,0.0000,0.0000,-5.0000,5.0000
0.3500,0.0000,0.0000,0.0000,-5.0000,5.0000
0.4000,0.0000,0.0000,0.0000,-5.0000,5.0000
0.4500,0.0000,0.0000,0.0000,-5.0000,5.0000
0.5000,0.0000,0.0000,0.0000,-5.0000,5.0000
0.5500,0.0000,0.0000,0.0000,-5.0000,5.0000
0.6000,0.0000,0.0000,0.0000,-5.0000,5.0000
0.6500,0.0000,0.0000,0.0000,-5.0000,5.0000
0.7000,0.0000,0.0000,0.0000,-5.0000,5.0000
0.7500,0.0000,0.0000,0.0000,-5.0000,5.0000
0.8000,0.0000,0.0000,0.0000,-5.0000,5.0000
0.8500,0.0000,0.0000,0.0000,-5.0000,5.0000
0.9000,0.0000,0.0000,0.0000,-5.0000,5.0000
0.9500,0.0000,0.0000,0.0000,-5.0000,5.0000
1.0000,0.0000,0.0000,0.0000,-5.0000,5.0000
1.0500,0.0000,0.0000,0.0000,-5.0000,5.0000
1.1000,0.0000,0.0000,0.0000,-5.0000,5.0000
1.1500,0.0000,0.0000,0.0000,-5.0000,5.0000
1.2000,0.0000,0.0000,0.0000,-5.0000,5.0000
1.2500,0.0000,0.0000,0.0000,-5.0000,5.0000
1.3000,0.0000,0.0000,0.0000,-5.0000,5.0000
1.3500,0.0000,0.0000,0.0000,-5.0000,5.0000
1.4000,0.0000,0.0000,0.0000,-5.0000,5.0000
1.4500,0.0000,0.0000,0.0000,-5.0000,5.0000
1.5000,0.0000,0.0000,0.0000,-5.0000,5.0000
1.5500,0.0000,0.0000,0.0000,-5.0000,5.0000
1.6000,0.0000,0.0000,0.0000,-5.0000,5.0000
1.6500,0.0000,0.0000,0.0000,-5.0000,5.0000
1.7000,0.0000,0.0000,0.0000,-5.0000,5.0000
1.7500,0.0000,0.0000,0.0000,-5.0000,5.0000
1.8000,0.0000,0.0000,0.0000,-5.0000,5.0000
1.8500,0.0000,0.0000,0.0000,-5.0000,5.0000
1.9000,0.0000,0.0000,0.0000,-5.0000,5.0000
1.9500,0.0000,0.0000,0.0000,-5.0000,5.0000
2.0000,0.0000,0.0000,0.0000,-5.0000,5.0000
2.0500,0.1000,0.0000,5.0000,-5.0000,5.0000
2.1000,0.1000,0.0012,5.0000,-5.0000,5.0000
2.1500,0.1000,0.0048,5.0000,-5.0000,5.0000
2.2000,0.1000,0.0107,5.0000,-5.0000,5.0000
2.2500,0.1000,0.0187,5.0000,-5.0000,5.0000
2.3000,0.1000,0.0287,3.7728,-5.0000,5.0000
2.3500,0.1000,0.0402,-0.1840,-5.0000,5.0000
2.4000,0.1000,0.0520,-1.8783,-5.0000,5.0000
2.4500,0.1000,0.0625,-2.3737,-5.0000,5.0000
2.5000,0.1000,0.0714,-2.2782,-5.0000,5.0000
2.5500,0.1000,0.0785,-1.9289,-5.0000,5.0000
2.6000,0.1000,0.0841,-1.5047,-5.0000,5.0000
2.6500,0.1000,0.0883,-1.0938,-5.0000,5.0000
2.7000,0.1000,0.0915,-0.7341,-5.0000,5.0000
2.7500,0.1000,0.0939,-0.4370,-5.0000,5.0000
2.8000,0.1000,0.0956,-0.2008,-5.0000,5.0000
2.8500,0.1000,0.0969,-0.0178,-5.0000,5.0000
2.9000,0.1000,0.0978,0.1212,-5.0000,5.0000
2.9500,0.1000,0.0984,0.2252,-5.0000,5.0000
3.0000,0.1000,0.0989,0.3020,-5.0000,5.0000
3.0500,0.1000,0.0992,0.3582,-5.0000,5.0000
3.1000,0.1000,0.0995,0.3990,-5.0000,5.0000
3.1500,0.1000,0.0996,0.4284,-5.0000,5.0000
3.2000,0.1000,0.0997,0.4494,-5.0000,5.0000
3.2500,0.1000,0.0998,0.4644,-5.0000,5.0000
3.3000,0.1000,0.0999,0.4751,-5.0000,5.0000
3.3500,0.1000,0.0999,0.4826,-5.0000,5.0000
3.4000,0.1000,0.0999,0.4878,-5.0000,5.0000
3.4500,0.1000,0.1000,0.4915,-5.0000,5.0000
3.5000,0.1000,0.1000,0.4941,-5.0000,5.0000
3.5500,0.1000,0.1000,0.4959,-5.0000,5.0000
3.6000,0.1000,0.1000,0.4972,-5.0000,5.0000
3.6500,0.1000,0.1000,0.4981,-5.0000,5.0000
3.7000,0.1000,0.1000,0.4987,-5.0000,5.0000
3.7500,0.1000,0.1000,0.4991,-5.0000,5.0000
3.8000,0.1000,0.1000,0.4994,-5.0000,5.0000
3.8500,0.1000,0.1000,0.4996,-5.0000,5.0000
3.9000,0.1000,0.1000,0.4997,-5.0000,5.0000
3.9500,0.1000,0.1000,0.4998,-5.0000,5.0000
4.0000,0.1000,0.1000,0.4999,-5.0000,5.0000
4.0500,0.1000,0.1000,0.4999,-5.0000,5.0000
4.1000,0.1000,0.1000,0.4999,-5.0000,5.0000
4.1500,0.1000,0.1000,0.5000,-5.0000,5.0000
4.2000,0.1000,0.1000,0.5000,-5.0000,5.0000
4.2500,0.1000,0.1000,0.5000,-5.0000,5.0000
4.3000,0.1000,0.1000,0.5000,-5.0000,5.0000
4.3500,0.1000,0.1000,0.5000,-5.0000,5.0000
4.4000,0.1000,0.1000,0.5000,-5.0000,5.0000
4.4500,0.1000,0.1000,0.5000,-5.0000,5.0000
4.5000,0.1000,0.1000,0.5000,-5.0000,5.0000
4.5500,0.1000,0.1000,0.5000,-5.0000,5.0000
4.6000,0.1000,0.1000,0.5000,-5.0000,5.0000
4.6500,0.1000,0.1000,0.5000,-5.0000,5.0000
4.7000,0.1000,0.1000,0.5000,-5.0000,5.0000
4.7500,0.1000,0.1000,0.5000,-5.0000,5.0000
4.8000,0.1000,0.1000,0.5000,-5.0000,5.0000
4.8500,0.1000,0.1000,0.5000,-5.0000,5.0000
4.9000,0.1000,0.1000,0.5000,-5.0000,5.0000
4.9500,0.1000,0.1000,0.5000,-5.0000,5.0000
5.0000,0.1000,0.1000,0.5000,-5.0000,5.0000
